clip_image_similarity,clip_text_alignment_ref,clip_text_alignment_gen,lpips_distance,ssim_score,reference_path,generated_path,description,theme,additions,omissions,shared_objects,critical_additions,critical_omissions,weighted_precision,weighted_recall,evidence_risk_score,n_ref_objects,n_gen_objects,attribute_alignments,attribute_alignment_ref_mean,attribute_alignment_gen_mean,attribute_alignment_drift_mean
0.868788480758667,0.2608776092529297,0.26244211196899414,0.6078799962997437,0.10067530979331811,reference/women_image.png,generated/generated_women_image.png,"there is a white woman with short, shoulder length brown hair. she is wearing a green sweater, with a black shirt slightly showing underneath.",portrait,,necklace; plant,armchair; chair; person; picture frame; shelf,,,1.0,0.7446808510638298,0.2553191489361702,11,6,"[{""label"": ""person"", ""prompt"": ""a portrait photo of one person facing the camera"", ""ref_alignment"": 0.26889485120773315, ""gen_alignment"": 0.24769428372383118, ""drift"": 0.021200567483901978}, {""label"": ""short_brown_hair"", ""prompt"": ""a person with short shoulder length brown hair"", ""ref_alignment"": 0.24466024339199066, ""gen_alignment"": 0.2458655834197998, ""drift"": -0.001205340027809143}, {""label"": ""green_sweater"", ""prompt"": ""a person wearing a green sweater"", ""ref_alignment"": 0.24870210886001587, ""gen_alignment"": 0.25314605236053467, ""drift"": -0.004443943500518799}, {""label"": ""black_shirt_visible"", ""prompt"": ""a black shirt visible underneath a green sweater"", ""ref_alignment"": 0.2508704364299774, ""gen_alignment"": 0.2581518590450287, ""drift"": -0.0072814226150512695}, {""label"": ""necklace"", ""prompt"": ""a person wearing a thin necklace"", ""ref_alignment"": 0.23284472525119781, ""gen_alignment"": 0.22405627369880676, ""drift"": 0.008788451552391052}]",0.24919447302818298,0.2457828104496002,0.0034116625785827635
