clip_image_similarity,clip_text_alignment_ref,clip_text_alignment_gen,lpips_distance,ssim_score,reference_path,generated_path,description,theme,additions,omissions,shared_objects,critical_additions,critical_omissions,weighted_precision,weighted_recall,evidence_risk_score,n_ref_objects,n_gen_objects
0.7861900925636292,0.296004980802536,0.30643293261528015,0.6283923983573914,0.15420507553223617,reference/theft_scene.PNG,generated/generated_theft_scene.png,a white man dressed in all black with a hoodie and face covering climbing through a broken window into a living room. inside there was a couch on the left and a small table next to the couch had a glass of water. there was also a coffee table with mug and some keys on it.,crime_scene,,backpack; basket; bed; blanket; book; cabinet; clock; curtain; desk; glove; lamp; phone; remote control; shelf; television; wallet; window,armchair; chair; coffee table; couch; cup; painting; person; picture frame; pillow; rug; side table; table,,glove; phone; wallet,1.0,0.37383177570093457,0.6261682242990655,45,23
